OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
Northwest Orient Airlines,United States,1,13,13,0,1,0,0,1,0,0,1,20,1950,0,1,0,0,3
Societe Indochinoise de Transport Aeriens,Vietnam,1,4,4,0,1,0,0,0,0,0,0,0,1950,0,0,0,1,3
Fairflight Ltd.,United Kingdom,2,83,80,0,1,1,1,0,0,1,0,14,1950,0,0,1,0,3
Devlet Hava Yollairi,Türkiye,1,15,15,0,1,1,1,0,0,0,0,0,1950,0,0,0,1,3
SEMAF,France,1,12,12,0,0,0,1,0,0,0,0,17,1950,0,0,1,0,3
Deccan Airways,India,1,3,3,0,0,0,1,0,0,0,0,3,1950,1,0,0,0,4
British European Airways,United Kingdom,1,32,0,0,1,0,0,0,0,1,0,0,1950,0,0,0,1,4
Lineas Aéreas Nacionales,Colombia,1,4,2,0,1,0,0,0,0,0,0,17,1950,0,0,1,0,4
Military - U.S. Air Force,Japan,1,35,35,0,1,0,0,0,0,0,0,23,1950,0,1,0,0,4
AVIANCA,Ecuador,1,15,15,0,1,0,0,0,0,0,0,0,1950,0,0,0,1,5
Military - U.S. Air Force,Portugal,1,16,16,0,1,0,1,0,0,0,0,20,1950,0,1,0,0,5
Military - U.S. Air Force,United States,1,39,39,1,0,0,0,0,0,0,0,10,1950,1,0,0,0,5
LANSA,Colombia,1,27,26,1,0,0,0,0,0,0,0,0,1950,0,0,0,1,5
Regina Cargo Airlines,United States,1,2,1,0,1,0,1,0,0,1,0,17,1950,0,0,1,0,5
Aerovias Brasil,Brazil,1,15,13,0,0,0,1,0,0,0,1,0,1950,0,0,0,1,5
Westair Transport,in,1,65,28,0,0,0,1,0,0,0,0,22,1950,0,1,0,0,6
New Tribes Mission,Colombia,1,15,15,0,0,0,1,0,0,0,1,19,1950,0,0,1,0,6
Air France,the two seas,1,52,46,0,1,0,1,1,0,0,1,1,1950,1,0,0,0,6
Air France,the two seas,1,53,40,0,1,0,0,0,0,0,1,1,1950,1,0,0,0,6
Air France,the two seas,1,53,40,0,1,0,1,0,0,1,1,1,1950,1,0,0,0,6
Northwest Orient Airlines,United States,2,58,58,0,0,0,1,0,0,0,1,23,1950,0,1,0,0,6
Ansett ANA,Australia,1,29,29,0,1,0,1,0,0,1,0,23,1950,0,1,0,0,6
Military - U.S. Air Force,korea,1,23,23,0,1,0,0,0,0,0,1,0,1950,0,0,0,1,7
Aigle Azur,Morocco,1,29,22,0,0,1,0,0,0,0,1,1,1950,1,0,0,0,7
Indian National Airlines,India,1,22,22,0,0,0,0,1,0,0,1,0,1950,0,0,0,1,7
DTA Angola Airlines,Angola,1,9,9,0,1,0,0,0,0,0,0,0,1950,0,0,0,1,7
Military - U.S. Air Force,United States,1,39,39,0,0,0,1,1,0,1,0,10,1950,1,0,0,0,7
Military - U.S. Air Force,Japan,1,26,25,1,0,0,0,0,0,0,0,4,1950,1,0,0,0,7
Panair do Brasil,Brazil,1,50,50,0,1,0,0,0,0,1,0,19,1950,0,0,1,0,7
Cie Air Transport,Algeria,1,26,26,0,0,0,0,1,0,1,0,3,1950,1,0,0,0,7
"SAVG (S.A. Viacao Gaucha, )SAVG",Brazil,1,12,12,1,0,0,0,0,0,0,0,13,1950,0,0,1,0,7
Aeroflot,Russia,1,25,25,0,1,0,1,0,0,0,0,5,1950,1,0,0,0,7
Military - U.S. Air Force,United States,1,20,12,0,1,1,1,0,0,1,0,22,1950,0,1,0,0,8
American Airlines,United States,1,59,1,0,1,0,1,1,1,0,0,2,1950,1,0,0,0,8
Military - Royal Air Force,Malaysia,1,12,12,1,0,0,0,0,0,0,0,0,1950,0,0,0,1,8
Trans World Airlines,Egypt,1,55,55,0,1,0,1,0,0,0,0,2,1950,1,0,0,0,8
Robinson Airlines,United States,1,23,16,0,0,1,1,0,0,1,1,14,1950,0,0,1,0,9
Iran Air,Iran,1,8,8,0,0,0,1,0,0,0,0,0,1950,0,0,0,1,9
Military - U.S. Navy,Marshall Islands,1,26,26,0,0,0,1,0,0,0,0,5,1950,1,0,0,0,9
JAT Yugoslav Airlines,Cuba,1,11,10,0,1,0,0,0,0,0,0,0,1950,0,0,0,1,9
Svenska Aero,Sweden,1,10,10,0,0,0,1,0,0,0,0,14,1950,0,0,1,0,9
Military - U.S. Air Force,Japan,1,51,23,1,0,0,0,0,0,0,0,4,1950,1,0,0,0,9
Air Atlas,Morocco,1,7,4,0,1,0,1,0,0,0,0,7,1950,1,0,0,0,10
Northwest Orient Airlines,in,1,6,6,0,1,0,0,0,0,1,0,10,1950,1,0,0,0,10
British European Airways,United Kingdom,1,29,28,0,0,0,1,0,0,0,1,15,1950,0,0,1,0,10
British European Airways,United Kingdom,1,30,28,0,1,0,0,0,0,0,1,19,1950,0,0,1,0,10
Air India,France,1,48,48,0,1,0,0,1,0,0,1,9,1950,1,0,0,0,11
Northwest Orient Airlines,United States,1,21,21,0,1,1,1,0,0,0,1,8,1950,1,0,0,0,11
Curtiss-Reid Flying Services Ltd. (Canada),France,1,58,58,0,1,0,0,0,0,0,0,18,1950,0,0,1,0,11
Garuda Indonesia Airlines,Indonesia,1,23,2,1,0,0,0,0,0,0,0,0,1950,0,0,0,1,11
New Tribes Mission,United States,1,21,21,0,0,0,1,0,0,0,1,17,1950,0,0,1,0,11
Faucett,Peru,1,9,9,0,0,0,0,0,0,0,1,0,1950,0,0,0,1,11
Indamer,འབྲུགཡུལ་,1,3,3,0,1,0,1,0,0,1,0,0,1950,0,0,0,1,11
Iran Air,Iran,1,8,8,0,1,1,0,0,0,0,1,0,1950,0,0,0,1,12
T.A. Intercontinentaux,in,1,56,46,0,1,0,1,1,0,0,1,19,1950,0,0,1,0,12
Air Atlas,France,1,7,5,0,1,0,0,0,0,0,1,0,1950,0,0,0,1,12
Air India,India,1,21,21,0,1,1,1,0,0,0,0,0,1950,0,0,0,1,12
VASP,Brazil,1,31,0,0,1,0,1,0,0,0,0,13,1950,0,0,1,0,12
VASP,Brazil,1,20,1,1,0,0,0,0,0,0,0,9,1950,1,0,0,0,12
Avensa,Venezuela,1,31,31,0,1,0,1,0,0,0,1,13,1950,0,0,1,0,12
Military - U.S. Air Force,Philippines,1,38,38,0,0,1,1,0,0,0,0,7,1950,1,0,0,0,12
Canadian Pacific Air Lines,Canada,2,18,2,0,1,0,0,0,0,0,1,13,1950,0,0,1,0,12
Aerolineas Argentinas,Argentina,1,18,17,0,0,1,0,1,0,0,1,22,1950,0,1,0,0,12
United Airways,South Africa,1,12,12,0,0,0,0,0,0,1,1,14,1951,0,0,1,0,1
Air Carriers,Thailand,2,10,10,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,1
National Airlines,United States,1,28,7,0,1,0,1,0,0,0,1,14,1951,0,0,1,0,1
Northwest Orient Airlines,United States,1,10,10,0,0,0,1,0,0,0,0,12,1951,0,0,1,0,1
Alitalia,Italia,1,17,14,0,0,0,0,0,0,1,1,14,1951,0,0,1,0,1
Military -Royal Air Force,Taiwan,1,14,14,0,1,0,0,0,0,0,1,8,1951,1,0,0,0,1
Icelandair,Iceland,1,20,20,0,1,1,1,0,0,0,1,16,1951,0,0,1,0,1
Military - Portuguese Air Force,Portugal,1,14,14,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,2
Air France,in,2,29,29,0,1,1,1,0,0,0,0,14,1951,0,0,1,0,2
Lineas Aéreas Nacionales,Colombia,1,2,2,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,2
Mid Continent Airlines,United States,1,25,16,0,1,0,1,0,0,0,1,9,1951,1,0,0,0,3
Pacific Overseas Airways,China,1,24,24,0,1,0,1,0,0,0,1,0,1951,0,0,0,1,3
LANSA,Colombia,1,29,29,0,0,0,0,0,0,0,1,17,1951,0,0,1,0,3
Cruzeiro,Brazil,1,14,3,0,0,0,1,0,0,0,1,17,1951,0,0,1,0,3
Military - U.S. Air Force,Canada,1,53,53,0,0,0,0,0,0,0,0,0,1951,0,0,0,1,3
Aeroflot,Russia,1,13,12,0,0,0,1,0,0,1,1,4,1951,1,0,0,0,3
Aerolineas Argentinas,Argentina,1,24,11,0,1,1,1,0,0,0,0,0,1951,0,0,0,1,3
Air Transport Charter,United Kingdom,1,3,2,0,0,0,1,0,0,1,1,0,1951,0,0,0,1,3
AVIANCA,Colombia,1,26,26,0,1,1,0,0,0,0,0,0,1951,0,0,0,1,4
Southwest Airways,United States,2,22,22,0,0,0,1,0,0,1,1,20,1951,0,1,0,0,4
Military - U.S. Air Force,United States,1,21,21,0,1,1,0,0,0,0,0,11,1951,1,0,0,0,4
Siamese Airways,China,1,16,16,0,1,0,0,0,0,0,1,0,1951,0,0,0,1,4
Cubana de Aviacion / Military -  US Navy,United States,1,43,43,0,0,0,1,0,0,1,0,11,1951,1,0,0,0,4
United Air Lines,United States,1,11,11,0,0,0,0,0,0,0,1,19,1951,0,0,1,0,4
Military - U.S. Air Force,United States,1,25,23,0,1,0,1,0,0,0,1,12,1951,0,0,1,0,5
Hunting Air Travel,France,1,32,2,0,1,0,1,0,0,0,0,14,1951,0,0,1,0,5
VASP,Brazil,1,7,7,0,1,0,0,0,0,0,1,19,1951,0,0,1,0,5
Military - U.S. Air Force,United States,1,10,10,0,0,0,0,0,0,0,1,13,1951,0,0,1,0,6
Lineas Aéreas Trans. Brasileira,Brazil,1,19,2,1,0,0,0,0,0,0,0,17,1951,0,0,1,0,6
Sociedad Aeronautica Medellin,Colombia,1,3,3,0,1,0,1,0,0,0,0,6,1951,1,0,0,0,6
Pan American World Airways,Liberia,1,40,40,0,0,1,0,0,0,0,0,3,1951,1,0,0,0,6
JAT Yugoslav Airlines,Cuba,1,14,14,0,0,0,0,0,0,0,1,0,1951,0,0,0,1,6
United Air Lines,United States,2,50,50,0,1,0,1,0,0,0,0,2,1951,1,0,0,0,6
Military - Royal Air Force,United Kingdom,1,10,10,0,0,0,1,0,0,0,0,22,1951,0,1,0,0,7
Indamer,India,1,3,3,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,7
Loide Aereo Nacional,Brazil,1,33,33,0,1,0,0,0,0,0,1,0,1951,0,0,0,1,7
Qantas,Papua Niugini,1,7,7,0,0,0,1,0,0,0,0,9,1951,1,0,0,0,7
Air Outre-Mer,China,1,3,3,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,7
Canadian Pacific Air Lines,United States,1,37,37,1,0,0,0,0,0,0,0,22,1951,0,1,0,0,7
Sabena,Mali,1,3,3,0,1,0,1,0,0,0,1,5,1951,1,0,0,0,7
Loide Aéreo Nacional,Bolivia,1,7,7,0,1,0,0,0,0,0,0,0,1951,0,0,0,1,7
Trans Australia Airlines,Australia,1,2,2,0,0,0,0,0,0,0,1,21,1951,0,1,0,0,8
Air France,France,1,5,5,0,0,1,1,1,0,0,0,9,1951,1,0,0,0,8
REAL,Brazil,1,10,10,0,0,0,0,0,0,0,0,0,1951,0,0,0,1,8
United Air Lines,United States,1,50,50,0,1,1,1,0,0,0,1,4,1951,1,0,0,0,8
VASP,Brazil,1,13,13,0,0,1,1,0,0,0,0,19,1951,0,0,1,0,9
Societe Alpes Provence,spain,1,39,39,0,0,0,1,0,0,0,1,12,1951,0,0,1,0,9
United Air Lines,United States,1,3,3,0,0,0,1,0,0,0,0,11,1951,1,0,0,0,9
Air India,India,1,28,22,1,0,0,0,0,0,0,0,0,1951,0,0,0,1,9
Military - US Air Force,in,1,14,14,0,0,0,0,1,0,0,0,0,1951,0,0,0,1,9
Frigorifico Cooperativo Los Andes,Bolivia,1,27,27,0,0,1,0,0,0,0,0,0,1951,0,0,0,1,9
Aero Transportes,Mexico,1,8,8,1,0,0,0,0,0,0,0,0,1951,0,0,0,1,10
South African Airways,South Africa,1,17,17,0,0,0,0,0,0,0,1,0,1951,0,0,0,1,10
Military - U.S. Air Force,Canada,1,12,12,1,0,0,0,0,0,0,0,0,1951,0,0,0,1,10
Queen Charlotte Airlines,Canada,2,23,23,0,0,0,0,0,0,0,1,18,1951,0,0,1,0,10
JAT Yugoslav Airlines,Cuba,1,12,12,1,0,0,0,0,0,0,0,0,1951,0,0,0,1,10
Military - Guatemalan Air Force,Guatemala,1,29,27,0,0,0,1,0,0,0,0,19,1951,0,0,1,0,10
Transocean Air Lines,United States,1,29,1,0,1,0,0,0,0,0,1,9,1951,1,0,0,0,11
Military - U. S. Air Force,France,1,36,36,0,0,0,0,0,0,0,1,13,1951,0,0,1,0,11
LOT Polish Airlines,Poland,1,18,18,1,0,0,0,0,0,0,0,9,1951,1,0,0,0,11
Aeroflot,Russia,1,23,23,0,0,0,0,0,0,0,1,16,1951,0,0,1,0,11
Devlet Hava Yollari,Egypt,1,5,5,0,1,0,0,0,0,0,1,0,1951,0,0,0,1,11
Deccan Airways,India,1,17,16,0,1,1,0,0,0,0,1,7,1951,1,0,0,0,11
El Al,Schweiz,1,7,6,0,1,0,0,0,0,0,1,6,1951,1,0,0,0,11
Lineas Aereas Unidas,Mexico,1,21,13,0,0,0,0,1,0,0,0,0,1951,0,0,0,1,11
United Air Lines,United States,1,3,3,0,0,0,1,0,0,0,0,7,1951,1,0,0,0,12
Qantas,Papua Niugini,2,3,3,0,0,0,1,0,0,0,1,0,1951,0,0,0,1,12
Miami Airlines,United States,1,56,56,0,1,1,1,1,0,1,0,15,1951,0,0,1,0,12
Misrair,Iran,1,22,22,0,1,1,0,0,0,0,1,0,1951,0,0,0,1,12
Aeroflot,Russia,1,20,20,0,1,0,0,0,0,1,0,4,1951,1,0,0,0,12
Continental Charters,United States,1,40,26,0,0,0,1,0,0,1,1,22,1951,0,1,0,0,12
Transocean Air Lines,United States,1,4,4,0,1,0,1,0,0,0,0,22,1951,0,1,0,0,12
Military - U.S. Air Force,United States,1,28,28,1,0,0,0,0,0,0,0,15,1951,0,0,1,0,12
Kalinga Airlines,India,1,3,3,0,0,0,0,0,0,0,1,0,1951,0,0,0,1,12
Air France,Madagascar,1,11,6,0,0,0,0,0,0,0,0,0,1952,0,0,0,1,1
Aer Lingus,Ireland,1,23,23,0,0,0,0,0,0,0,1,19,1952,0,0,1,0,1
Northwest Orient Airlines,Canada,2,43,36,0,1,0,1,0,0,1,1,1,1952,1,0,0,0,1
American Airlines,United States,1,23,23,0,1,0,0,0,0,0,1,15,1952,0,0,1,0,1
Sabena,Democratic Republic of Congo,1,15,15,0,0,0,1,1,0,1,0,0,1952,0,0,0,1,2
Military - U.S. Air Force,Japan,1,13,13,0,0,0,0,0,0,1,1,0,1952,0,0,0,1,2
National Airlines,United States,1,63,29,0,0,0,1,0,0,0,0,0,1952,0,0,0,1,2
Hunting Air Travel,Italia,1,31,31,0,1,0,0,0,0,1,1,17,1952,0,0,1,0,2
Deccan Airways,India,1,16,3,0,1,0,1,0,0,0,1,2,1952,1,0,0,0,2
STAAP,Cameroon,1,9,9,0,0,0,0,0,0,0,0,0,1952,0,0,0,1,2
Panair do Brasil,Brazil,1,8,8,0,0,0,1,1,0,0,1,0,1952,0,0,0,1,2
Air France,France,1,38,38,0,0,0,1,0,0,0,0,8,1952,1,0,0,0,3
Philippine Air Lines,Philippines,1,3,3,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,3
Military - U.S. Air Force / U.S. Air Force,United States,1,15,15,0,1,0,1,0,0,0,0,0,1952,0,0,0,1,3
Maritime Central Airways,Canada,2,4,4,1,0,0,0,0,0,0,0,14,1952,0,0,1,0,3
KLM Royal Dutch Airlines,Deutschland,1,47,45,0,1,0,0,0,0,0,1,10,1952,1,0,0,0,3
Société Aérienne de Tr. Tropicaux,in,1,21,17,0,0,0,1,1,0,1,0,3,1952,1,0,0,0,3
Aeroflot,Russia,1,70,70,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,3
TACA,Venezuela,1,12,12,0,1,0,0,0,0,0,0,0,1952,0,0,0,1,3
Philippine Air Lines,Philippines,1,29,10,0,0,0,0,1,0,0,0,0,1952,0,0,0,1,3
US Airlines,United States,1,2,2,0,1,0,1,0,0,1,1,8,1952,1,0,0,0,4
Japan Air Lines,Japan,1,37,37,0,0,0,1,0,0,0,0,8,1952,1,0,0,0,4
Kalinga Airlines,India,1,4,4,0,1,0,1,0,0,0,0,0,1952,0,0,0,1,4
Pan American World Airways,United States,1,69,52,0,1,1,1,1,0,1,0,12,1952,0,0,1,0,4
North Continental Airlines (Robin Airlines),United States,1,29,29,0,1,1,1,0,0,0,1,3,1952,1,0,0,0,4
Pan American World Airways,Brazil,1,50,50,0,0,0,1,0,0,0,0,4,1952,1,0,0,0,4
Deccan Airways,India,1,9,9,0,1,0,1,0,0,1,0,0,1952,0,0,0,1,4
Fred Olsen Flyveselskap,Norway,1,29,11,0,1,1,1,0,0,0,0,0,1952,0,0,0,1,5
Garuda Indonesia Airlines,Malaysia,1,17,17,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,5
VASP,Brazil,1,22,5,0,1,0,1,0,0,1,0,0,1952,0,0,0,1,5
Loide Aéreo Nacional,Brazil,1,6,6,0,0,0,1,0,0,1,0,0,1952,0,0,0,1,5
British Overseas Airways,Mauritania,1,18,1,0,1,0,0,0,0,1,0,8,1952,1,0,0,0,5
Swedish Air Force,Morze Bałtyckie,1,8,8,0,1,0,1,0,0,0,0,11,1952,1,0,0,0,6
Morton Air Services,United Kingdom,2,8,6,0,0,0,1,0,0,0,1,9,1952,1,0,0,0,6
Military - U.S. Air Force,United Kingdom,1,11,11,0,0,0,1,0,0,0,0,0,1952,0,0,0,1,6
Military - Royal Air Force,North Sea,1,13,11,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,6
Military - Navy,United States,2,46,41,0,1,0,0,0,0,0,0,0,1952,0,0,0,1,7
Pan American World Airways,Brazil,1,27,1,0,0,0,1,0,0,0,0,11,1952,1,0,0,0,7
Transportes Areos Nacionales,Brazil,1,24,24,0,1,0,1,0,0,0,0,0,1952,0,0,0,1,8
Airwork,Italia,1,57,7,0,0,0,1,0,0,0,0,1,1952,1,0,0,0,8
Military - Pakistan Air Force,Pakistan,1,18,18,0,0,0,1,0,0,0,0,7,1952,1,0,0,0,8
Phoenix Airlines,Sudan,1,4,2,0,1,0,0,0,0,0,1,21,1952,0,1,0,0,8
Private - de Havilland Aircraft,United Kingdom,1,1,1,0,0,0,1,1,0,0,1,15,1952,0,0,1,0,9
SAM Colombia,Panama,1,46,46,0,0,0,0,0,0,0,0,0,1952,0,0,0,1,9
Kalinga Airlines,Sudan,1,3,3,0,1,1,1,0,0,0,0,0,1952,0,0,0,1,9
Aeroflot,Russia,1,21,21,0,0,0,1,0,0,0,0,16,1952,0,0,1,0,10
Military - Royal Air Force,United Kingdom,1,14,14,0,1,0,0,0,0,0,0,0,1952,0,0,0,1,10
Aero Brasil,Brazil,1,28,14,0,1,1,1,0,0,0,1,0,1952,0,0,0,1,10
Military - U.S. Air Force,korea,1,25,25,0,0,0,1,0,0,0,0,0,1952,0,0,0,1,10
Military - U.S. Air Force,United States,1,16,16,0,1,0,0,0,0,0,1,8,1952,1,0,0,0,10
Union Aeromaritime de Transport,Tchad Chad,1,6,5,0,0,0,0,0,0,0,0,0,1952,0,0,0,1,11
Military - U.S. Air Force,United States,1,19,19,1,0,0,0,0,0,0,0,3,1952,1,0,0,0,11
Military - U.S. Air Force,korea,1,44,44,0,1,0,0,0,0,0,1,14,1952,0,0,1,0,11
Military - U.S. Air Force,United States,1,20,20,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,11
Military - U.S. Air Force,United States,1,16,9,0,1,0,1,0,0,0,0,0,1952,0,0,0,1,11
Military - U.S. Air Force,United States,1,52,52,0,0,0,1,0,0,0,1,20,1952,0,1,0,0,11
Military - U.S. Air Force,United States,1,38,37,0,0,1,1,0,0,0,1,0,1952,0,0,0,1,11
TABSO,in,1,18,18,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,12
Cubana de Aviacion,Bermuda,1,41,37,0,0,1,0,0,0,0,0,4,1952,1,0,0,0,12
Military - U.S. Air Force,United States,1,115,87,0,0,0,1,0,0,0,1,6,1952,1,0,0,0,12
Rutas Aéreas Nacionales SA,United States,1,3,3,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,12
Avensa,Venezuela,1,5,3,1,0,0,0,0,0,0,0,0,1952,0,0,0,1,12
Iran Air,Iran,1,29,27,0,1,0,0,0,0,0,0,0,1952,0,0,0,1,12
Philippine Air Lines,Taiwan,1,10,2,0,1,0,1,0,0,0,0,0,1952,0,0,0,1,12
British European Airways,United Kingdom,1,35,27,0,1,0,1,0,0,0,0,21,1953,0,1,0,0,1
Flying Tiger Line,United States,1,7,7,0,1,0,1,0,0,0,0,20,1953,0,1,0,0,1
Associated Air Transport,United States,1,40,40,0,1,0,0,1,0,0,1,4,1953,1,0,0,0,1
Military -Royal Air Force,Italia,1,26,26,0,0,0,0,0,0,0,1,4,1953,1,0,0,0,1
Linee Aeree Italiane,Italia,2,19,19,0,1,0,1,1,0,0,0,11,1953,1,0,0,0,1
Lancashire Aircraft Corporation (Skyways),Canada,1,39,39,1,0,0,0,0,0,0,0,5,1953,1,0,0,0,2
Air Outremer,Vietnam,1,18,18,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,2
UTA,France,1,19,9,0,1,0,0,0,0,0,1,10,1953,1,0,0,0,2
Military - Egyptian Air Force,Egypt,1,40,29,1,0,0,0,0,0,0,0,19,1953,0,0,1,0,2
National Airlines,United States,1,46,46,0,0,0,1,1,0,1,1,17,1953,0,0,1,0,2
Canadian Pacific Air Lines,Pakistan,1,11,11,0,1,0,1,0,0,0,1,3,1953,1,0,0,0,3
Slick Airways,United States,1,2,2,0,1,1,1,0,0,0,1,1,1953,1,0,0,0,3
Orient Airways,India,1,16,16,0,1,0,0,0,0,0,1,0,1953,0,0,0,1,3
Aigle Azur,Vietnam,1,8,8,0,0,0,0,0,0,0,1,0,1953,0,0,0,1,3
Military - U.S. Air Force,Canada,1,23,23,0,0,0,0,0,0,0,1,4,1953,1,0,0,0,3
u.s. Air Force,Canada,1,10,10,0,1,0,0,0,0,0,0,19,1953,0,0,1,0,3
Transocean Air Lines,United States,1,35,35,0,1,0,1,1,0,1,1,18,1953,0,0,1,0,3
Transportes Aéreos Salvador,Brazil,1,14,14,0,0,0,1,0,0,0,0,0,1953,0,0,0,1,3
Central African Airways,Democratic Republic of Congo,1,13,13,0,1,0,1,1,0,0,1,0,1953,0,0,0,1,3
Air France,Madagascar,1,15,4,0,0,0,1,0,0,0,0,0,1953,0,0,0,1,4
Caribbean International Airways,Jamaica,1,13,13,0,0,0,1,0,0,0,0,0,1953,0,0,0,1,4
Airways,India,1,3,3,0,0,0,1,1,0,1,0,0,1953,0,0,0,1,4
Miami Airlines,United States,1,25,7,0,1,0,1,0,0,1,0,2,1953,1,0,0,0,4
Aigle Azur,Vietnam,1,30,30,0,0,0,1,1,0,0,0,0,1953,0,0,0,1,4
Western Airlines,United States,1,10,8,0,1,0,0,0,0,0,0,23,1953,0,1,0,0,4
British Overseas Airways,India,2,43,43,0,0,1,1,0,0,1,1,16,1953,0,0,1,0,5
Military - Royal Air Force,United Kingdom,1,10,10,1,0,0,0,0,0,0,0,0,1953,0,0,0,1,5
Air India,India,1,18,18,0,1,0,1,0,0,0,0,1,1953,1,0,0,0,5
Canadian Pacific Air Lines,Canada,2,19,2,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,5
Delta Air Lines,United States,1,20,19,0,1,0,1,0,0,0,1,14,1953,0,0,1,0,5
Meteor Air,United States,1,7,6,0,1,0,0,0,0,1,0,4,1953,1,0,0,0,5
KLM Royal Dutch Airlines,The Netherlands,1,34,0,0,1,0,0,0,0,0,0,15,1953,0,0,1,0,5
Aeroflot,Russia,1,20,20,0,1,0,0,0,0,0,0,3,1953,1,0,0,0,5
Aeroflot,United States,1,18,18,0,0,0,0,0,0,0,1,16,1953,0,0,1,0,6
LACSA,Costa Rica,1,17,9,0,1,0,0,0,0,0,1,0,1953,0,0,0,1,6
LAN Chile,Chile,1,7,7,0,0,0,1,0,0,0,0,0,1953,0,0,0,1,6
Aigle Azur,in,1,34,34,0,1,0,1,0,0,0,0,0,1953,0,0,0,1,6
Panair do Brasil,Brazil,1,17,17,0,1,0,1,0,0,0,1,22,1953,0,1,0,0,6
Military - U.S. Air Force,Japan,2,129,129,0,1,0,1,0,0,0,0,16,1953,0,0,1,0,6
Transocean Air Lines,in,1,58,58,0,1,0,0,0,0,0,1,8,1953,1,0,0,0,7
Military - U.S. Navy,United States,1,46,44,0,0,0,1,1,0,1,0,23,1953,0,1,0,0,7
Aeroflot,The Democratic People's Republic of Korea,1,21,21,0,1,0,0,0,0,0,0,12,1953,0,0,1,0,7
Air France,Türkiye,1,42,4,0,0,0,1,0,0,1,0,2,1953,1,0,0,0,8
Orient Airways,The United Arab Emirates,1,25,1,0,0,0,1,0,0,0,0,22,1953,0,1,0,0,8
Military - U.S. Air Force,Australia,1,23,19,0,0,0,1,0,0,0,0,0,1953,0,0,0,1,8
Aerovias Contreras,United States,1,2,2,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,8
Air France,France,1,42,42,0,1,1,1,0,0,0,0,23,1953,0,1,0,0,9
Regina Cargo Airlines,United States,1,21,21,0,1,0,0,0,0,0,0,18,1953,0,0,1,0,9
TACA,Honduras,1,3,3,0,1,0,1,0,0,1,0,13,1953,0,0,1,0,9
Transportes Aéreos Mexicanos,Mexico,1,2,1,0,1,0,0,0,0,0,1,0,1953,0,0,0,1,9
American Airlines,United States,1,28,28,0,1,1,1,0,0,0,1,8,1953,1,0,0,0,9
Devlet Hava Yollari,Türkiye,1,21,5,0,0,0,1,0,0,0,0,10,1953,1,0,0,0,9
Resort Airlines,United States,1,41,25,0,1,0,1,1,0,1,0,16,1953,0,0,1,0,9
Sabena,Deutschland,1,44,44,0,0,0,1,0,0,1,0,14,1953,0,0,1,0,10
Compagnie Sila,Vietnam,1,7,2,1,0,0,0,0,0,0,0,0,1953,0,0,0,1,10
Eastern Air Lines,United States,1,27,2,0,0,0,0,0,0,0,1,0,1953,0,0,0,1,10
Aerovias Contreras,Mexico,1,21,21,1,0,0,0,0,0,0,0,7,1953,1,0,0,0,10
Aeroflot,Russia,1,32,22,0,0,1,1,0,0,0,1,11,1953,1,0,0,0,10
British Commonwealth Pacific Airlines,United States,1,19,19,0,1,1,1,0,0,1,1,8,1953,1,0,0,0,10
Aeroflot,Russia,1,16,15,0,1,0,1,0,0,0,1,0,1953,0,0,0,1,10
Lloyd Aereo Boliviano,Bolivia,1,28,28,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,11
Military - Royal Air Force,United Kingdom,1,10,10,0,1,0,0,0,0,0,0,17,1953,0,0,1,0,11
Aviaco,spain,1,33,23,0,1,0,0,0,0,0,1,17,1953,0,0,1,0,12
Indian Airlines,India,1,14,13,0,1,0,1,0,0,1,0,3,1953,1,0,0,0,12
Aviateca,Guatemala,1,2,2,0,1,0,0,0,0,0,0,0,1953,0,0,0,1,12
Misair,Egypt,1,6,6,0,0,1,0,0,0,0,0,0,1953,0,0,0,1,12
Military - U.S. Air Force,United States,1,16,11,0,1,0,1,0,0,0,0,6,1953,1,0,0,0,12
Sabena,Schweiz,1,44,1,0,1,0,0,0,0,0,1,18,1953,0,0,1,0,12
Syrian Airways,Syria,1,15,9,0,0,0,0,0,0,0,0,0,1953,0,0,0,1,12
Ariana Afghan Airlines,Afghanistan,1,21,21,1,0,0,0,0,0,0,0,0,1954,0,0,0,1,1
Devlet Hava Yollari,Türkiye,1,10,4,0,1,0,0,0,0,0,0,0,1954,0,0,0,1,1
