OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
SELVA,Colombia,1,4,4,0,1,0,0,0,0,0,0,22,1996,0,1,0,0,12
Airborne Express,United States,1,6,6,0,1,0,1,0,0,0,0,18,1996,0,0,1,0,12
Aircraft Charter Group Inc,United States,1,2,2,0,1,1,1,0,0,1,1,10,1996,1,0,0,0,12
Military - Indian Air Force,India,1,22,22,0,1,0,1,0,0,1,0,15,1996,0,0,1,0,12
Polynesian Airlines,Samoa,1,5,3,0,0,1,0,0,0,0,1,11,1997,1,0,0,0,1
Comair,United States,1,29,29,0,1,1,1,0,0,0,1,15,1997,0,0,1,0,1
Southcentral Air,United States,1,2,1,0,1,1,1,0,0,1,1,23,1997,0,1,0,0,1
Skypower Express Airways,Nigeria,1,16,5,0,1,0,1,0,0,1,1,0,1997,0,0,0,1,1
Air Senegal,Senegal,1,52,25,0,0,0,1,0,0,1,0,14,1997,0,0,1,0,2
Force Area Populaire de Angola,Angola,1,37,37,1,0,0,0,0,0,0,0,17,1997,0,0,1,0,2
Military - Israel Air Force /Military -  Israel Air Force,Uganda,1,73,73,1,0,0,0,0,0,0,0,19,1997,0,0,1,0,2
Varig,Brazil,1,52,1,0,1,0,1,1,0,0,0,12,1997,0,0,1,0,2
Transpolar,Guatemala,1,5,5,0,1,0,0,0,0,0,0,3,1997,1,0,0,0,2
ALADA,Angola,1,16,16,0,1,0,0,0,0,0,1,0,1997,0,0,0,1,3
Military - Iranian Air Force,Iran,1,88,88,0,0,0,1,0,0,0,0,18,1997,0,0,1,0,3
Stavropol Airlines,Russia,1,50,50,0,1,0,1,1,0,1,0,10,1997,1,0,0,0,3
Military - U.S. Air Force,Honduras,1,10,3,0,1,0,1,0,0,0,0,0,1997,0,0,0,1,4
Custom Air Service,United States,1,2,2,0,0,0,1,0,0,0,0,0,1997,0,0,0,1,4
Hageland Aviation Services,United States,1,5,5,0,0,1,1,0,0,1,1,20,1997,0,1,0,0,4
TAAG Angola Airlines,Democratic Republic of Congo,1,7,3,1,0,0,0,0,0,0,0,0,1997,0,0,0,1,4
Azerbaijan Airlines,Azerbaijan,1,6,6,0,1,0,1,0,0,1,0,0,1997,0,0,0,1,4
Military - Niger Air Force,Niger,1,14,14,0,0,0,1,0,0,0,0,0,1997,0,0,0,1,4
Merpati Nusantara Airlines,Indonesia,1,53,15,0,1,0,1,0,0,1,1,7,1997,1,0,0,0,4
Military - Afghan Republican Air Force,Afghanistan,1,36,36,0,1,0,0,0,0,0,0,18,1997,0,0,1,0,4
China Southern Airlines,China,1,74,35,0,1,0,1,0,0,1,1,21,1997,0,1,0,0,5
Bazair,Democratic Republic of Congo,1,27,27,0,0,0,1,0,0,0,0,7,1997,1,0,0,0,6
MIAT - Mongolian Airlines,Mongolia ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,1,12,7,0,1,1,0,0,0,0,0,0,1997,0,0,0,1,6
Elbee Airlines,India,1,2,2,0,0,0,0,0,0,0,1,3,1997,1,0,0,0,7
Military - Colombian Army,Colombia,1,29,25,0,1,0,0,0,0,0,0,0,1997,0,0,0,1,7
TAM (Brazil),Brazil,1,60,1,0,1,0,1,0,0,0,0,9,1997,1,0,0,0,7
Cubana de Aviacion,Cuba,1,44,44,0,0,0,1,0,0,0,0,21,1997,0,1,0,0,7
Sempati Air,Indonesia,1,50,30,0,1,0,1,0,0,0,0,11,1997,1,0,0,0,7
Goroka Air Services,Papua Niugini,1,4,2,0,1,1,1,0,0,0,1,10,1997,1,0,0,0,7
ADC Airlines,Nigeria,1,55,1,0,0,0,0,0,0,0,1,0,1997,0,0,0,1,7
Air Littoral,Italia,1,17,1,1,0,0,0,0,0,0,0,10,1997,1,0,0,0,7
Fine Air,United States,1,4,4,0,0,0,1,0,0,0,0,12,1997,0,0,1,0,8
Formosa Airlines,Taiwan,1,16,16,0,1,0,1,0,0,0,1,8,1997,1,0,0,0,8
SATENA,Venezuela,1,12,12,1,0,0,0,0,0,0,0,0,1997,0,0,0,1,8
Vietnam Airlines,Kingdom of Cambodia,1,66,65,0,1,1,1,0,0,0,1,14,1997,0,0,1,0,9
Borneo Airways,Malaysia,1,10,10,0,1,0,0,0,0,0,0,19,1997,0,0,1,0,9
TMK Air Commuter,Democratic Republic of Congo,1,22,22,0,1,0,0,0,0,0,0,0,1997,0,0,0,1,9
Military - Luftwaffe / Military - USAF,Africa,1,33,33,0,1,0,0,0,0,0,0,17,1997,0,0,1,0,9
Scenic Airlines,United States,1,9,9,0,0,0,1,0,0,1,1,7,1997,1,0,0,0,10
Austral Lineas Aeras (Argentina),Uruguay,1,74,74,0,0,0,0,0,0,0,1,22,1997,0,1,0,0,10
Military - Republic of China Air Force,Taiwan,1,5,5,0,0,0,0,0,0,0,1,0,1997,0,0,0,1,10
Private,United States,2,1,1,0,0,1,1,0,0,1,0,17,1997,0,0,1,0,10
Ariana Afghan Airlines,Afghanistan,1,26,2,0,1,0,0,0,0,0,0,0,1997,0,0,0,1,10
Hageland Aviation Services,United States,1,8,8,0,1,1,1,0,0,1,0,8,1997,1,0,0,0,11
Military - Russian Air Force,Russia,1,23,23,0,0,0,1,1,0,0,0,14,1997,0,0,1,0,12
Sowind Air,Canada,1,17,4,0,1,1,1,0,0,0,1,15,1997,0,0,1,0,12
STAP,Bolivia,1,19,10,0,1,0,1,0,0,1,1,17,1997,0,0,1,0,12
Tajikistan Airlines,The United Arab Emirates,1,86,85,0,1,0,1,1,0,0,1,18,1997,0,0,1,0,12
Aerosweet Airlines (LVOV),Hellas,1,70,70,0,1,0,1,0,0,0,0,19,1997,0,0,1,0,12
SilkAir,Indonesia,1,104,104,0,1,0,0,1,0,0,1,16,1997,0,0,1,0,12
Military - Greek Air Force,Hellas,1,5,5,0,1,0,1,0,0,0,0,0,1997,0,0,0,1,12
Renan Airways,in,1,5,5,0,1,0,0,0,0,0,0,0,1997,0,0,0,1,12
Parsa,Panama,1,10,10,0,0,0,0,0,0,0,1,7,1997,1,0,0,0,12
Aeroservice International,Czechia,1,2,2,0,1,0,0,0,0,0,1,18,1998,0,0,1,0,1
Military - Ariana Afghan Airlines,Pakistan,1,51,51,0,1,0,0,0,0,1,1,22,1998,0,1,0,0,1
Myanmar Airways,Myanmar,1,45,16,0,0,0,1,0,0,0,0,11,1998,1,0,0,0,1
Cebu Pacific Air,Philippines,1,104,104,0,1,0,1,0,0,0,1,11,1998,1,0,0,0,2
Military - U.S. Marine Corps,Italia,2,2,0,0,1,0,0,0,0,0,0,15,1998,0,0,1,0,2
Air Luxor,Portugal,1,7,7,0,0,0,1,0,0,1,0,22,1998,0,1,0,0,2
Military - Spanish Air Force,spain,1,5,5,0,1,0,0,0,0,0,0,12,1998,0,0,1,0,2
Military - Sudan Air Force,Sudan,1,57,27,0,0,0,0,0,0,0,1,8,1998,1,0,0,0,2
China Airlines (Taiwan),Taiwan,1,196,196,0,1,1,1,0,0,0,1,20,1998,0,1,0,0,2
Air Memphis,Kenya,1,6,6,0,1,0,0,0,0,0,0,16,1998,0,0,1,0,3
Formosa Airlines,Taiwan,1,13,13,0,0,0,1,0,0,1,1,19,1998,0,0,1,0,3
Ariana Afghan Airlines,Afghanistan,1,45,45,0,1,0,0,0,0,0,1,14,1998,0,0,1,0,3
Philippine Air Lines,Philippines,1,127,0,0,1,0,1,0,0,0,0,19,1998,0,0,1,0,3
Fuerza Aérea del Peru,Peru,1,55,22,0,1,1,1,0,0,1,0,9,1998,1,0,0,0,3
Linea Aérea Mexicana de Carga,Mexico,1,4,2,0,1,0,1,0,0,0,0,0,1998,0,0,0,1,3
Air France,Colombia,1,53,53,0,1,1,1,0,0,0,1,16,1998,0,0,1,0,4
Fuerza Aérea del Peru,Peru,1,88,75,0,1,0,0,0,0,0,1,21,1998,0,1,0,0,5
Military - Mauritanian Air Force,Mauritania,1,42,39,1,0,0,0,0,0,0,0,19,1998,0,0,1,0,5
Military - Lao People's Liberation Army Air Force,Laos,1,26,26,0,1,0,0,0,0,0,0,10,1998,1,0,0,0,5
Air Taxi - US Helicopters Inc.,United States,1,5,5,0,0,0,1,0,0,1,1,0,1998,0,0,0,1,5
MIAT - Mongolian Airlines,Mongolia ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,1,28,28,0,1,0,0,0,0,0,0,9,1998,1,0,0,0,5
Propair,Canada,1,11,11,0,1,1,1,1,0,1,0,7,1998,1,0,0,0,6
Air Taxi - Ohana Helicopter Tours,United States,1,6,6,0,1,0,1,0,0,0,1,9,1998,1,0,0,0,6
ATI Aircompany,The United Arab Emirates,1,8,8,1,0,0,0,0,0,0,0,23,1998,0,1,0,0,7
Alas del Sur,Argentina,1,3,3,1,0,0,0,0,0,0,0,21,1998,0,1,0,0,7
Ukraine Aviation Transport Company,ኤርትራ Eritrea,1,10,10,0,1,0,0,0,0,0,0,4,1998,1,0,0,0,7
Military - Mexican Air Force,Mexico,1,4,4,1,0,0,0,0,0,0,0,0,1998,0,0,0,1,7
Plane Sailing,United Kingdom,1,18,4,0,1,0,0,0,0,1,0,0,1998,0,0,0,1,7
Swifair,spain,1,2,2,0,1,0,1,0,0,0,0,0,1998,0,0,0,1,7
Selva Taxi Aero,Brazil,1,24,5,0,0,0,1,0,0,0,0,16,1998,0,0,1,0,7
Proteus Air / Private,France,1,15,15,0,0,0,1,0,0,0,0,15,1998,0,0,1,0,7
Alliance Airlines,India,1,6,6,0,1,0,1,0,0,0,0,11,1998,1,0,0,0,7
Harbour Air Seaplanes Ltd.,Canada,2,5,5,0,1,0,0,1,0,0,1,17,1998,0,0,1,0,8
Alada,Angola,1,13,1,0,1,0,0,0,0,1,0,0,1998,0,0,0,1,8
Vincent Aviation,New Zealand,1,10,5,0,0,1,1,0,0,1,0,16,1998,0,0,1,0,8
Lumbini Airways,Nepal,1,18,18,0,1,0,0,0,0,0,0,11,1998,1,0,0,0,8
Speed Service Couriers,South Africa,1,2,1,0,0,0,1,0,0,0,0,16,1998,0,0,1,0,8
Myanmar Airways,Myanmar,1,44,44,0,1,0,1,0,0,0,1,8,1998,1,0,0,0,8
Cubana de Aviacion,Ecuador,1,91,70,0,0,0,1,0,0,0,0,13,1998,0,0,1,0,8
Permaviatrans,Angola,1,24,24,0,1,0,0,0,0,0,0,0,1998,0,0,0,1,9
Rusts Flying Service Inc.,United States,1,5,5,0,1,0,1,0,0,1,1,10,1998,1,0,0,0,9
Military - Pakistan Air Force,Pakistan,1,5,5,0,0,0,1,0,0,1,0,0,1998,0,0,0,1,9
Paukn Air,Venezuela,1,38,38,0,1,0,0,0,0,0,0,9,1998,1,0,0,0,9
Cabo Verde Airlines,Cape Verde,1,22,1,0,1,0,0,0,0,0,1,13,1998,0,0,1,0,9
Lionair,Sri Lanka Sri Lanka,1,55,55,0,1,0,0,0,0,0,0,13,1998,0,0,1,0,9
Servivensa,Venezuela,1,27,1,1,0,0,0,0,0,0,0,9,1998,1,0,0,0,10
Congo Airline,Democratic Republic of Congo,1,41,41,0,0,1,1,0,0,0,0,0,1998,0,0,0,1,10
Ararat Avia,Armenia:,1,37,0,1,0,0,0,0,0,0,0,13,1998,0,0,1,0,10
TanaMana Aviation,Uganda,1,11,4,0,1,0,0,0,0,0,0,0,1998,0,0,0,1,10
Living Water Teaching Ministries Charter,Guatemala,1,18,11,0,1,0,0,0,0,0,1,13,1998,0,0,1,0,11
Sakha Airlines,Russia,1,13,13,0,0,0,1,0,0,0,1,11,1998,1,0,0,0,11
Private,United States,1,1,1,0,1,1,1,0,0,1,1,17,1998,0,0,1,0,11
Air Satellite,Canada,1,10,7,1,0,0,0,0,0,0,0,11,1998,1,0,0,0,12
Thai Airways,Thailand,1,146,102,0,1,1,1,0,0,0,1,19,1998,0,0,1,0,12
Khors Aircompany,Angola,1,11,11,0,1,0,0,0,0,0,0,0,1998,0,0,0,1,12
Zanex,Angola,1,10,1,1,0,0,0,0,0,0,0,0,1998,0,0,0,1,12
SELVA,Colombia,1,5,5,0,1,0,0,0,0,0,1,0,1998,0,0,0,1,12
Transafrik,Angola,1,14,14,0,0,0,0,0,0,0,1,12,1998,0,0,1,0,12
Transafrik - United Nations Charter,Angola,1,9,9,0,1,0,0,0,0,0,0,0,1999,0,0,0,1,1
Channel Express,United Kingdom,2,2,2,0,1,0,1,0,0,0,0,17,1999,0,0,1,0,1
Military - German Air National Guard,Deutschland,1,4,4,0,0,0,1,0,0,0,0,0,1999,0,0,0,1,1
Kelowna Flightcraft Air Charter,Canada,2,2,2,0,1,0,0,0,0,0,1,6,1999,1,0,0,0,1
Uzu Air,Australia,2,4,3,0,1,0,1,1,0,1,0,14,1999,0,0,1,0,1
Fuerza Aérea Nicaragua,Nicaragua,1,28,28,0,1,0,0,0,0,0,0,8,1999,1,0,0,0,1
Savannair,Angola,1,14,14,0,0,0,1,0,0,0,0,5,1999,1,0,0,0,2
Airlink,Papua Niugini,1,11,11,0,0,0,0,0,0,1,1,10,1999,1,0,0,0,2
Air Karibu,Democratic Republic of Congo,1,7,7,0,0,1,1,0,0,0,0,0,1999,0,0,0,1,2
China Southwest Airlines,China,1,61,61,0,1,1,1,0,0,0,0,16,1999,0,0,1,0,2
Minerva Airlines,Italia,1,31,4,0,0,0,0,0,0,0,1,12,1999,0,0,1,0,2
Military - Indian Air Force,India,1,19,19,0,1,1,1,0,0,1,1,8,1999,1,0,0,0,3
ALIANSA Colombia,Colombia,1,8,8,0,0,0,1,0,0,0,0,16,1999,0,0,1,0,3
Provincial Airlines,Canada,2,2,1,0,1,0,0,0,0,0,1,9,1999,1,0,0,0,3
Manacá Táxi Aéreo,Brazil,1,5,5,0,1,0,0,0,0,0,0,11,1999,1,0,0,0,4
Turkish Airlines (THY),Türkiye,1,6,6,0,0,0,1,0,0,0,1,0,1999,0,0,0,1,4
Aerotaca,Colombia,1,5,5,0,0,0,0,0,0,0,1,11,1999,1,0,0,0,4
Korean Air,China,1,3,3,1,0,0,0,0,0,0,0,16,1999,0,0,1,0,4
Vanair,Vanuatu,1,12,7,0,0,0,0,0,0,0,1,19,1999,0,0,1,0,5
Military - Malaysian Air Force,Malaysia,1,5,5,1,0,0,0,0,0,0,0,13,1999,0,0,1,0,5
Malindi Air Services,Kenya,1,2,2,0,0,0,1,0,0,0,0,14,1999,0,0,1,0,5
American Airlines,United States,1,145,11,0,1,1,1,1,0,0,1,23,1999,0,1,0,0,6
Military - Sudan Air Force,Sudan,1,50,50,0,0,0,0,0,0,0,0,0,1999,0,0,0,1,6
Pacific Airways,Philippines,1,1,1,0,0,0,0,0,0,0,0,0,1999,0,0,0,1,6
Air Taxi - Coastal Helicopters Inc.,United States,1,7,7,0,0,0,1,0,0,1,1,10,1999,1,0,0,0,6
Airlink,Papua Niugini,1,17,17,0,1,1,0,0,0,0,0,8,1999,1,0,0,0,6
Blue Water Aviation Services,Canada,2,2,1,0,0,0,1,0,0,1,1,13,1999,0,0,1,0,6
Savanair,Angola,1,5,1,0,1,0,0,0,0,0,0,0,1999,0,0,0,1,7
Myanmar Airways,Myanmar,1,8,8,0,1,0,0,0,0,0,1,14,1999,0,0,1,0,7
LANC Colombia,Colombia,1,18,5,0,0,1,1,0,0,0,0,12,1999,0,0,1,0,7
Lufthansa Cargo Airlines,Nepal,1,5,5,0,1,0,1,0,0,0,0,19,1999,0,0,1,0,7
Aero Jet Express,Mexico,1,4,4,0,1,0,0,0,0,0,0,4,1999,1,0,0,0,7
Private,United States,1,3,3,0,0,0,1,0,0,1,1,21,1999,0,1,0,0,7
Military - U.S. Army,Colombia,1,7,7,0,1,0,0,0,0,0,0,3,1999,1,0,0,0,7
Air Fiji,Viti,1,17,17,0,1,1,1,1,0,0,1,5,1999,1,0,0,0,7
TACV-Cabo Verde Airlines,Cape Verde,1,18,18,0,1,0,0,0,0,0,1,12,1999,0,0,1,0,8
Uni Air,Taiwan,1,96,1,0,0,0,1,0,0,0,0,12,1999,0,0,1,0,8
Uzbekistan Airways,Uzbekistan,1,33,2,0,0,0,0,0,0,1,0,10,1999,1,0,0,0,8
"LAPA, Lineas Aereas Privadas Argentinas",Argentina,1,103,63,0,0,1,1,1,0,1,0,20,1999,0,1,0,0,8
Necon Air,Nepal,1,15,15,0,1,1,0,1,0,0,0,10,1999,1,0,0,0,9
Greek Government,Romania,1,13,7,0,1,0,0,0,0,0,0,0,1999,0,0,0,1,9
Norte Jet Táxi Aéreo,Brazil,1,2,2,0,1,0,0,0,0,0,0,21,1999,0,1,0,0,9
Military - Mexican Air Force,Mexico,1,5,5,0,0,0,0,0,0,1,0,0,1999,0,0,0,1,9
Aramco Associated Company,Saudi Arabia,1,20,12,0,1,0,0,0,0,0,0,19,1999,0,0,1,0,10
Military - Venezuelan Army,Venezuela,1,6,6,1,0,0,0,0,0,0,0,0,1999,0,0,0,1,10
Private charter,United States,1,6,6,0,0,0,1,0,0,1,0,11,1999,1,0,0,0,10
TAESA,Mexico,1,18,18,0,1,1,1,0,0,1,0,19,1999,0,0,1,0,11
Si Fly - U.N. charter,Chuang,1,24,24,0,1,0,0,1,0,0,1,11,1999,1,0,0,0,11
Tashkent Aircraft Production Corporation,Russia,1,7,5,0,0,1,0,0,0,0,1,5,1999,1,0,0,0,12
Asian Spirit,Philippines,1,17,17,0,0,0,0,0,0,0,1,9,1999,1,0,0,0,12
Military - U.S. Air Force,Kuwait,1,94,3,0,0,0,1,0,0,0,1,2,1999,1,0,0,0,12
SATA,Portugal,1,35,35,0,1,0,0,0,0,0,0,9,1999,1,0,0,0,12
Korean Air,United Kingdom,1,4,4,0,1,0,0,1,0,0,0,18,1999,0,0,1,0,12
Indian Airlines,Afghanistan,2,189,1,0,1,0,0,0,0,0,0,0,1999,0,0,0,1,12
Cubana de Aviacion,Venezuela,1,22,22,0,1,1,1,0,0,0,0,20,1999,0,1,0,0,12
Skyline Airways,Nepal,1,10,10,0,1,0,0,0,0,0,0,15,1999,0,0,1,0,12
Ecuato Guineana de Aviacion,Türkiye,1,6,6,1,0,0,0,0,0,0,0,0,1999,0,0,0,1,12
Skypower Express Airways,Nigeria,1,16,1,0,1,0,1,0,0,0,1,0,2000,0,0,0,1,1
Crossair,Schweiz,1,10,10,0,1,1,1,1,0,0,1,17,2000,0,0,1,0,1
Avisto,Libya,1,41,22,0,0,0,1,0,0,0,1,12,2000,0,0,1,0,1
TACA,Costa Rica,1,20,5,0,1,0,0,0,0,1,0,13,2000,0,0,1,0,1
Kenya Airways,Ivory Coast,1,179,169,0,1,1,1,0,0,0,1,21,2000,0,1,0,0,1
Alaska Airlines,United States,1,88,88,0,1,1,1,0,0,0,0,16,2000,0,0,1,0,1
Military - Islamic Republic of Iran Air Force,Iran,1,8,8,1,0,0,0,0,0,0,0,0,2000,0,0,0,1,2
Emery Worldwide,United States,1,3,3,0,0,0,1,0,0,0,0,19,2000,0,0,1,0,2
Southwest Airlines,in,1,142,0,0,1,1,1,1,0,0,0,18,2000,0,0,1,0,3
Vologodskiye Airlines,Russia,1,9,9,0,0,0,1,0,0,0,1,8,2000,1,0,0,0,3
Aeroperlas,Panama,1,10,10,0,1,0,1,0,0,0,1,9,2000,1,0,0,0,3
Points North Air Services,Canada,1,2,2,0,1,0,0,0,0,0,1,12,2000,0,0,1,0,3
Military - Ejército del Aire,spain,1,7,7,0,1,0,0,0,0,0,1,17,2000,0,0,1,0,3
Sky Cabs,Sri Lanka Sri Lanka,1,8,6,0,1,0,0,0,0,1,0,18,2000,0,0,1,0,3
Uralex,Angola,1,33,3,0,0,0,1,0,0,0,0,0,2000,0,0,0,1,3
Military - Sri Lankan Air Force,Sri Lanka Sri Lanka,1,40,40,0,0,0,1,0,0,0,0,0,2000,0,0,0,1,3
Bankair,United States,1,3,3,0,1,0,1,1,0,1,1,9,2000,1,0,0,0,4
Air Philippines,Philippines,1,131,131,0,1,1,0,0,0,0,1,7,2000,1,0,0,0,4
Military - Centrafricain Airlines,Democratic Republic of Congo,1,24,24,0,1,0,1,0,0,0,1,0,2000,0,0,0,1,4
North Coast Aviation,Papua Niugini,1,4,4,0,0,0,1,0,0,0,1,0,2000,0,0,0,1,4
Northern Executive Aviation,France,1,5,2,0,1,0,1,1,0,1,0,14,2000,0,0,1,0,5
Trans Guyana Airways,Guyana,1,1,1,0,1,0,0,0,0,0,1,0,2000,0,0,0,1,5
Price Aircraft Company,United States,1,6,6,0,1,1,1,0,0,0,1,20,2000,0,1,0,0,5
Avirex,Gabon,1,10,3,0,1,0,0,0,0,0,1,9,2000,1,0,0,0,5
Executive Airlines,United States,1,19,19,0,1,1,1,0,0,1,1,11,2000,1,0,0,0,5
Whyalla Airlines,Australia,1,8,8,0,0,0,1,0,0,1,0,19,2000,0,0,1,0,5
Ghana Airlink,Ghana,1,52,7,0,1,0,0,0,0,1,0,11,2000,1,0,0,0,6
Wuhan Airlines,China,1,44,44,0,1,1,1,0,0,0,1,1,2000,1,0,0,0,6
Universal Jet Aviation,United States,1,3,3,0,0,0,1,0,0,1,1,11,2000,1,0,0,0,6
Military - Japanese Air Self-Defence Force,Japan,1,5,5,0,0,0,0,0,0,0,1,0,2000,0,0,0,1,6
Military - Philippine Air Force,Philippines,1,15,14,0,0,1,1,0,0,0,0,10,2000,1,0,0,0,7
Aerocaribe,Mexico,1,19,19,0,0,0,0,0,0,0,1,19,2000,0,0,1,0,7
CORAL Colombia,Colombia,1,19,13,0,0,0,1,0,0,0,0,8,2000,1,0,0,0,7
Win Win Aviation,United States,1,3,1,0,1,0,1,0,0,1,1,0,2000,0,0,0,1,7
Indian Airlines/Alliance Airlines,India,1,58,55,0,1,0,1,0,0,0,0,7,2000,1,0,0,0,7
Airwave Transport,United States,1,2,2,0,0,1,1,0,0,1,1,0,2000,0,0,0,1,7
Allied Air Freight,The Bahamas,1,2,2,0,0,1,1,0,0,0,0,13,2000,0,0,1,0,7
Blue Hawaiian Helicopters,United States,1,7,7,0,1,0,0,0,0,0,1,10,2000,1,0,0,0,7
Air France,France,1,109,109,0,0,1,1,1,0,1,0,16,2000,0,0,1,0,7
Military - Royal Jordanian Air Force,Jordan,1,13,13,0,1,0,0,0,0,0,0,6,2000,1,0,0,0,7
Royal Nepal Airlines,Nepal,1,25,25,0,1,0,0,0,0,0,1,10,2000,1,0,0,0,7
Air taxi - Lider Air Taxi,Brazil,1,6,6,0,0,0,1,0,0,0,0,8,2000,1,0,0,0,8
Military - Fuerza Aérea de Chile,Chile,1,14,14,0,0,0,1,0,0,0,1,15,2000,0,0,1,0,8
Patuxent Airways / Private,United States,1,11,11,0,1,1,1,0,0,1,1,8,2000,1,0,0,0,8
Staer Air,Democratic Republic of Congo,1,27,27,0,1,0,1,0,0,0,0,0,2000,0,0,0,1,8
Gulf Air,the two seas,1,143,143,0,1,1,1,1,0,0,0,19,2000,0,0,1,0,8
Military - Fuerza Aérea Colombiana,Colombia,1,7,7,1,0,0,0,0,0,0,0,0,2000,0,0,0,1,9
Charter - Central Air,Australia,1,8,8,1,0,0,0,0,0,0,0,15,2000,0,0,1,0,9
Military - Sri Lanka Air Force,Sri Lanka Sri Lanka,1,14,14,0,1,0,0,0,0,0,1,9,2000,1,0,0,0,9
Aeromexico,Mexico,1,88,0,0,0,1,0,0,0,0,1,16,2000,0,0,1,0,10
Summit Air Charters,Canada,2,3,3,0,1,0,1,0,0,0,1,15,2000,0,0,1,0,10
Bombardier Aerospace,United States,1,3,2,0,1,0,1,0,0,1,1,14,2000,0,0,1,0,10
Private,United States,1,3,3,0,0,1,1,0,0,0,1,17,2000,0,0,1,0,10
Lao Aviation,Laos,1,17,8,0,1,0,0,0,0,0,1,12,2000,0,0,1,0,10
Military - Russian Air Force,Cyprus,1,86,86,0,1,1,1,0,0,0,1,18,2000,0,0,1,0,10
Singapore Airlines,Taiwan,1,179,83,0,0,1,0,0,0,1,1,23,2000,0,1,0,0,10
Aca-Ancargo,Angola,1,44,44,0,1,0,1,0,0,0,0,11,2000,1,0,0,0,10
Malu Aviation,Democratic Republic of Congo,1,11,2,0,0,0,1,0,0,0,0,0,2000,0,0,0,1,11
Superior Aviation,United States,1,1,1,0,0,0,1,0,0,0,1,1,2000,1,0,0,0,11
Asa Pesada,Angola,1,57,57,0,0,0,1,0,0,0,0,13,2000,0,0,1,0,11
American Airlines,United States,1,114,1,0,1,1,1,0,0,0,0,12,2000,0,0,1,0,11
Servicio Aereo Manchupo,Bolivia,2,6,6,0,1,0,1,0,0,0,0,14,2000,0,0,1,0,12
Military - People's Liberation Army,China,1,16,16,1,0,0,0,0,0,0,0,0,2001,0,0,0,1,1
Military - Tentara Nasional Indonesia Navy,Indonesia,1,9,9,1,0,0,0,0,0,0,0,0,2001,0,0,0,1,1
Majestic Air Cargo,United States,1,2,2,0,1,0,1,1,0,1,1,21,2001,0,1,0,0,1
Rutaca Airlines,Venezuela,1,24,24,0,1,0,1,0,0,0,0,18,2001,0,0,1,0,1
North Bay Charter,United States,1,10,10,0,0,1,1,0,0,1,1,17,2001,0,0,1,0,1
Lineas Aereas Suramericanas,Colombia,1,6,3,0,1,0,1,0,0,0,0,16,2001,0,0,1,0,1
E.A.S. Aeroservizi,Deutschland,1,3,3,0,1,0,1,0,0,1,1,15,2001,0,0,1,0,2
Northern Illinois Flight Center,United States,1,6,2,0,1,0,1,0,0,0,1,19,2001,0,0,1,0,2
Gum Air Charter,Suriname,1,10,10,0,0,1,0,0,0,0,0,0,2001,0,0,0,1,2
Loganair,United Kingdom,1,2,2,0,0,0,1,0,0,0,1,17,2001,0,0,1,0,2
Military - Florida Army National Guard,United States,1,21,21,0,0,0,0,0,0,0,1,9,2001,1,0,0,0,3
Thai Airways,Thailand,1,5,1,0,0,0,1,0,0,1,0,14,2001,0,0,1,0,3
Vnukovo Airlines,Saudi Arabia,1,174,3,1,0,0,0,0,0,0,0,0,2001,0,0,0,1,3
Air Caraibes,France,2,19,19,0,1,1,0,0,0,0,1,16,2001,0,0,1,0,3
Merpati Nusantara Airlines,Indonesia,1,3,3,0,1,0,1,0,0,0,0,18,2001,0,0,1,0,3
Jetwingsco Inc. - Private Charter,United States,1,18,18,0,1,1,1,0,0,0,1,19,2001,0,0,1,0,3
Military - Sudan Air Force,Sudan,1,30,14,0,0,0,0,0,0,0,0,0,2001,0,0,0,1,4
SFC Vietnam - Charter - Full Account,Vietnam,1,16,16,0,0,0,0,0,0,0,1,15,2001,0,0,1,0,4
Private - Techint  group,Argentina,1,10,10,0,1,0,0,0,0,0,1,5,2001,1,0,0,0,4
Military - Turkish Air Force,Türkiye,1,34,34,0,0,0,1,0,0,0,1,13,2001,0,0,1,0,5
Faraz Qeshm Airlines,Iran,1,30,30,0,1,0,0,0,0,0,1,7,2001,1,0,0,0,5
Fuerza Aérea Argentina,Argentina,1,5,5,0,0,0,1,0,0,0,0,12,2001,0,0,1,0,5
Military - Russian Air Force,Russia,1,7,7,1,0,0,0,0,0,0,0,16,2001,0,0,1,0,5
Manunggal Air,Indonesia,1,19,1,0,0,1,1,0,0,0,0,14,2001,0,0,1,0,6
Vladivostokavia,Russia,1,145,145,0,1,1,1,0,0,1,0,2,2001,1,0,0,0,7
Private  - Daewoo Shipbuilding,korea,1,12,8,0,0,0,0,0,0,0,1,11,2001,1,0,0,0,7
Private - Overtec Company,Venezuela,1,13,13,0,1,1,1,0,0,0,0,12,2001,0,0,1,0,7
Russ Air Transport Company,Russia,1,10,10,0,0,1,1,0,0,0,0,8,2001,1,0,0,0,7
Naske Air,Iceland,1,3,3,0,1,0,0,1,0,1,0,4,2001,1,0,0,0,8
